rank,abbrv,country,eci_value,delta,year
64,ARE,United Arab Emirates,-0.0353536,2,1998
65,TTO,Trinidad and Tobago,-0.0758274,-2,1998
66,PAN,Panama,-0.1402933,10,1998
67,UZB,Uzbekistan,-0.158196,-8,1998
68,IDN,Indonesia,-0.2050931,3,1998
69,PRY,Paraguay,-0.2334804,3,1998
70,TJK,Tajikistan,-0.2559777,-6,1998
71,PER,Peru,-0.2764509,8,1998
72,EGY,Egypt,-0.3195328,-5,1998
73,PHL,Philippines,-0.328894,-3,1998
74,OMN,Oman,-0.3492154,6,1998
75,ALB,Albania,-0.3963453,0,1998
76,MOZ,Mozambique,-0.3976407,-3,1998
77,MAR,Morocco,-0.5380286,4,1998
78,CRI,Costa Rica,-0.5581679,6,1998
79,TKM,Turkmenistan,-0.5625196,-5,1998
80,KWT,Kuwait,-0.5700895,7,1998
81,ZWE,Zimbabwe,-0.5736012,-4,1998
82,BOL,Bolivia,-0.5802603,6,1998
83,VNM,Viet Nam,-0.6080302,0,1998
84,LBR,Liberia,-0.6258317,-2,1998
85,CUB,Cuba,-0.6382897,13,1998
86,MUS,Mauritius,-0.6504036,8,1998
87,LKA,Sri Lanka,-0.6602304,-2,1998
88,IRN,Iran,-0.7131289,-10,1998
89,MNG,Mongolia,-0.7345939,0,1998
90,PAK,Pakistan,-0.7462726,7,1998
91,DOM,Dominican Republic,-0.7463637,-5,1998
92,LBY,Libya,-0.7519906,-24,1998
93,JAM,Jamaica,-0.8102427,16,1998
94,QAT,Qatar,-0.8183792,2,1998
95,DZA,Algeria,-0.8400062,-5,1998
96,LAO,Lao PDR,-0.8559658,-4,1998
97,ECU,Ecuador,-0.8806592,-6,1998
98,GTM,Guatemala,-0.8849906,-3,1998
99,GAB,Gabon,-0.953535,13,1998
100,ZMB,Zambia,-0.979463,2,1998
101,SEN,Senegal,-0.9921538,0,1998
102,SYR,Syrian Arab Republic,-1.006606,-3,1998
103,BGD,Bangladesh,-1.026289,1,1998
104,MRT,Mauritania,-1.045113,19,1998
105,SLV,El Salvador,-1.052602,-12,1998
106,ETH,Ethiopia,-1.081445,-6,1998
107,SDN,Sudan,-1.097131,-2,1998
108,HND,Honduras,-1.119294,-1,1998
109,KEN,Kenya,-1.143583,-6,1998
110,MDG,Madagascar,-1.16777,5,1998
111,UGA,Uganda,-1.169187,11,1998
112,GHA,Ghana,-1.180623,4,1998
113,AGO,Angola,-1.189832,-2,1998
114,KHM,Cambodia,-1.221509,-6,1998
115,TZA,Tanzania,-1.27717,3,1998
116,MWI,Malawi,-1.339409,5,1998
117,NIC,Nicaragua,-1.350238,-11,1998
118,YEM,Yemen,-1.408935,-8,1998
119,CIV,Cote d'Ivoire,-1.454982,-2,1998
120,MLI,Mali,-1.488278,-6,1998
121,PNG,Papua New Guinea,-1.584623,-1,1998
122,COG,Congo,-1.620246,-9,1998
123,NGA,Nigeria,-1.681777,1,1998
124,CMR,Cameroon,-1.751505,-5,1998
125,GIN,Guinea,-1.823663,0,1998
1,DEU,Germany,2.235366,1,1999
2,JPN,Japan,2.224437,-1,1999
3,CHE,Switzerland,2.158047,0,1999
4,SWE,Sweden,2.029824,0,1999
5,GBR,United Kingdom,1.94198,0,1999
6,FIN,Finland,1.920626,0,1999
7,USA,United States,1.880752,0,1999
8,AUT,Austria,1.812238,0,1999
9,FRA,France,1.657701,0,1999
10,IRL,Ireland,1.630579,1,1999
11,BEL,Belgium,1.60032,-1,1999
12,ITA,Italy,1.599409,1,1999
13,DNK,Denmark,1.583014,-1,1999
14,CZE,Czech Republic,1.538991,0,1999
15,SGP,Singapore,1.455094,4,1999
16,SVN,Slovenia,1.378787,-1,1999
17,NLD,Netherlands,1.373828,-1,1999
18,SVK,Slovak Republic,1.310677,-1,1999
19,ESP,Spain,1.240139,1,1999
20,ISR,Israel,1.215041,-2,1999
21,CAN,Canada,1.059695,0,1999
22,KOR,"Korea, Rep.",1.030953,3,1999
23,HUN,Hungary,0.9851084,0,1999
24,POL,Poland,0.9433825,-2,1999
25,NOR,Norway,0.9329283,-1,1999
26,MEX,Mexico,0.8915668,1,1999
27,HRV,Croatia,0.7750218,1,1999
28,BRA,Brazil,0.6932803,2,1999
29,UKR,Ukraine,0.650502,-3,1999
30,ROU,Romania,0.6048798,2,1999
31,RUS,Russia,0.6044446,-2,1999
32,PRT,Portugal,0.6003965,1,1999
33,NZL,New Zealand,0.5909239,6,1999
34,URY,Uruguay,0.5690642,6,1999
35,BLR,Belarus,0.553064,0,1999
36,MYS,Malaysia,0.5287653,1,1999
37,JOR,Jordan,0.4778704,4,1999
38,BGR,Bulgaria,0.4771924,-7,1999
39,EST,Estonia,0.4601397,-5,1999
40,HKG,Hong Kong,0.4589354,2,1999
41,GEO,Georgia,0.4326733,-3,1999
42,ARG,Argentina,0.4077471,3,1999
43,BIH,Bosnia and Herzegovina,0.4044175,-7,1999
44,ZAF,South Africa,0.3728524,-1,1999
45,GRC,Greece,0.3128088,5,1999
46,CHN,China,0.2932767,1,1999
47,TUR,Turkey,0.2859901,2,1999
48,THA,Thailand,0.2851502,9,1999
49,SAU,Saudi Arabia,0.2733398,5,1999
50,LTU,Lithuania,0.1887141,-6,1999
51,AUS,Australia,0.1816805,5,1999
52,COL,Colombia,0.1652655,-4,1999
53,LBN,Lebanon,0.1624925,8,1999
54,IND,India,0.1327085,1,1999
55,VEN,Venezuela,0.1293385,-4,1999
56,KAZ,Kazakhstan,0.1261709,-3,1999
57,CHL,Chile,0.0892086,1,1999
58,LVA,Latvia,0.0641852,-6,1999
59,KGZ,Kyrgyzstan,0.0134149,1,1999
60,TTO,Trinidad and Tobago,0.0111368,5,1999
61,MDA,Moldova,0.010145,-2,1999
62,MKD,Macedonia,-0.0604266,0,1999
63,TUN,Tunisia,-0.0684692,0,1999
64,MOZ,Mozambique,-0.0959164,12,1999
65,IDN,Indonesia,-0.117758,3,1999
66,PHL,Philippines,-0.1797851,7,1999
67,AZE,Azerbaijan,-0.1968175,-21,1999
68,EGY,Egypt,-0.2281498,4,1999
69,UZB,Uzbekistan,-0.2503234,-2,1999
70,LBR,Liberia,-0.27024,14,1999
71,ARE,United Arab Emirates,-0.2749561,-7,1999
72,PER,Peru,-0.2845602,-1,1999
73,PAN,Panama,-0.2910372,-7,1999
74,TJK,Tajikistan,-0.3190906,-4,1999
75,OMN,Oman,-0.328968,-1,1999
76,PRY,Paraguay,-0.3587317,-7,1999
77,CUB,Cuba,-0.3588227,8,1999
78,ALB,Albania,-0.3849027,-3,1999
79,ZWE,Zimbabwe,-0.4752261,2,1999
80,TKM,Turkmenistan,-0.5391356,-1,1999
81,MAR,Morocco,-0.564831,-4,1999
82,QAT,Qatar,-0.575781,12,1999
83,GAB,Gabon,-0.5864782,16,1999
84,BOL,Bolivia,-0.5951512,-2,1999
85,LKA,Sri Lanka,-0.6125885,2,1999
86,VNM,Viet Nam,-0.6372212,-3,1999
87,LBY,Libya,-0.6548406,5,1999
88,KWT,Kuwait,-0.6567938,-8,1999
89,MUS,Mauritius,-0.7166856,-3,1999
90,PAK,Pakistan,-0.7167564,0,1999
91,ETH,Ethiopia,-0.7234054,15,1999
92,ECU,Ecuador,-0.7372904,5,1999
93,MRT,Mauritania,-0.7499205,11,1999
94,CRI,Costa Rica,-0.7578143,-16,1999
95,DZA,Algeria,-0.7680358,0,1999
96,IRN,Iran,-0.7952087,-8,1999
97,SYR,Syrian Arab Republic,-0.7998438,5,1999
98,DOM,Dominican Republic,-0.8265309,-7,1999
99,JAM,Jamaica,-0.8484211,-6,1999
100,MNG,Mongolia,-0.8917156,-11,1999
101,SEN,Senegal,-0.9342613,0,1999
102,GTM,Guatemala,-1.025182,-4,1999
103,SLV,El Salvador,-1.050078,2,1999
104,BGD,Bangladesh,-1.062829,-1,1999
105,KEN,Kenya,-1.074872,4,1999
106,KHM,Cambodia,-1.104525,8,1999
107,ZMB,Zambia,-1.125575,-7,1999
108,LAO,Lao PDR,-1.132558,-12,1999
109,HND,Honduras,-1.160996,-1,1999
110,GHA,Ghana,-1.169598,2,1999
111,SDN,Sudan,-1.171116,-4,1999
112,NIC,Nicaragua,-1.201882,5,1999
113,MDG,Madagascar,-1.255013,-3,1999
114,TZA,Tanzania,-1.277379,1,1999
115,COG,Congo,-1.320491,7,1999
116,MLI,Mali,-1.351358,4,1999
117,YEM,Yemen,-1.380403,1,1999
118,CIV,Cote d'Ivoire,-1.451447,1,1999
119,MWI,Malawi,-1.487476,-3,1999
120,AGO,Angola,-1.493649,-7,1999
121,UGA,Uganda,-1.554371,-10,1999
122,CMR,Cameroon,-1.644137,2,1999
123,PNG,Papua New Guinea,-1.681886,-2,1999
124,GIN,Guinea,-1.761735,1,1999
125,NGA,Nigeria,-1.846239,-2,1999
1,JPN,Japan,2.351931,1,2000
2,DEU,Germany,2.255284,-1,2000
3,CHE,Switzerland,2.122608,0,2000
4,SWE,Sweden,2.038003,0,2000
5,GBR,United Kingdom,1.960078,0,2000
6,USA,United States,1.942469,1,2000
7,FIN,Finland,1.883468,-1,2000
8,AUT,Austria,1.68916,0,2000
9,FRA,France,1.659204,0,2000
10,IRL,Ireland,1.572576,0,2000
11,BEL,Belgium,1.570349,0,2000
12,DNK,Denmark,1.562455,1,2000
13,CZE,Czech Republic,1.552335,1,2000
14,ITA,Italy,1.478863,-2,2000
15,SVK,Slovak Republic,1.43909,3,2000
16,SGP,Singapore,1.397091,-1,2000
17,SVN,Slovenia,1.388388,-1,2000
18,NLD,Netherlands,1.371083,-1,2000
19,ISR,Israel,1.251259,1,2000
20,ESP,Spain,1.176977,-1,2000
21,CAN,Canada,1.112006,0,2000
22,KOR,"Korea, Rep.",1.091765,0,2000
23,HUN,Hungary,1.088223,0,2000
24,POL,Poland,1.031854,0,2000
25,MEX,Mexico,0.8696574,1,2000
26,NOR,Norway,0.8586568,-1,2000
27,RUS,Russia,0.8281748,4,2000
28,UKR,Ukraine,0.7344112,1,2000
29,BRA,Brazil,0.7278027,-1,2000
30,HRV,Croatia,0.6929792,-3,2000
31,MYS,Malaysia,0.6140315,5,2000
32,PRT,Portugal,0.6093155,0,2000
33,BLR,Belarus,0.5972927,2,2000
34,NZL,New Zealand,0.5878,-1,2000
35,ROU,Romania,0.5784792,-5,2000
36,HKG,Hong Kong,0.5653837,4,2000
37,GEO,Georgia,0.5612648,4,2000
38,BGR,Bulgaria,0.4880149,0,2000
39,JOR,Jordan,0.4667119,-2,2000
40,ZAF,South Africa,0.4386384,4,2000
41,URY,Uruguay,0.3634758,-7,2000
42,GRC,Greece,0.3525865,3,2000
43,EST,Estonia,0.3464334,-4,2000
44,ARG,Argentina,0.3419097,-2,2000
45,THA,Thailand,0.323835,3,2000
46,COL,Colombia,0.2856009,6,2000
47,CHN,China,0.2644497,-1,2000
48,SAU,Saudi Arabia,0.2423978,1,2000
49,CHL,Chile,0.240556,8,2000
50,TUR,Turkey,0.2123409,-3,2000
51,BIH,Bosnia and Herzegovina,0.19964,-8,2000
52,MDA,Moldova,0.1674781,9,2000
53,IND,India,0.152905,1,2000
54,LTU,Lithuania,0.1436045,-4,2000
55,AUS,Australia,0.1342231,-4,2000
56,LVA,Latvia,0.1002294,2,2000
57,VEN,Venezuela,0.0836191,-2,2000
58,TUN,Tunisia,0.0161367,5,2000
59,KAZ,Kazakhstan,0.0138728,-3,2000
60,LBN,Lebanon,0.0120076,-7,2000
61,TTO,Trinidad and Tobago,-0.0236306,-1,2000
62,IDN,Indonesia,-0.0465448,3,2000
63,KGZ,Kyrgyzstan,-0.0600967,-4,2000
64,AZE,Azerbaijan,-0.1050486,3,2000
65,EGY,Egypt,-0.1447703,3,2000
66,PHL,Philippines,-0.1760721,0,2000
67,MOZ,Mozambique,-0.1983163,-3,2000
68,OMN,Oman,-0.2086793,7,2000
69,ALB,Albania,-0.2210057,9,2000
70,MKD,Macedonia,-0.2254181,-8,2000
71,PER,Peru,-0.2379571,1,2000
72,PAN,Panama,-0.2429665,1,2000
73,ARE,United Arab Emirates,-0.2636927,-2,2000
74,QAT,Qatar,-0.405426,8,2000
75,MLI,Mali,-0.420333,41,2000
76,UZB,Uzbekistan,-0.4303723,-7,2000
77,PRY,Paraguay,-0.4524849,-1,2000
78,GAB,Gabon,-0.4667746,5,2000
79,DZA,Algeria,-0.5167987,16,2000
80,ZWE,Zimbabwe,-0.5311289,-1,2000
81,TJK,Tajikistan,-0.5732491,-7,2000
82,MAR,Morocco,-0.5767608,-1,2000
83,KWT,Kuwait,-0.5987116,5,2000
84,IRN,Iran,-0.5993491,12,2000
85,LBY,Libya,-0.6255199,2,2000
86,DOM,Dominican Republic,-0.6611835,12,2000
87,CRI,Costa Rica,-0.6642701,7,2000
88,TKM,Turkmenistan,-0.6835086,-8,2000
89,LKA,Sri Lanka,-0.6861095,-4,2000
90,VNM,Viet Nam,-0.7155289,-4,2000
91,BOL,Bolivia,-0.7183726,-7,2000
92,ECU,Ecuador,-0.7374694,0,2000
93,ZMB,Zambia,-0.7933531,14,2000
94,PAK,Pakistan,-0.7958224,-4,2000
95,JAM,Jamaica,-0.8109319,4,2000
96,SLV,El Salvador,-0.8439237,7,2000
97,MNG,Mongolia,-0.8457859,3,2000
98,CUB,Cuba,-0.9378189,-21,2000
99,MUS,Mauritius,-0.9378695,-10,2000
100,LBR,Liberia,-0.9734319,-30,2000
101,MRT,Mauritania,-0.9773484,-8,2000
102,GTM,Guatemala,-0.9856976,0,2000
103,KEN,Kenya,-0.9900593,2,2000
104,BGD,Bangladesh,-1.034183,0,2000
105,SYR,Syrian Arab Republic,-1.03894,-8,2000
106,SEN,Senegal,-1.049566,-5,2000
107,GHA,Ghana,-1.085897,3,2000
108,ETH,Ethiopia,-1.130629,-17,2000
109,LAO,Lao PDR,-1.13154,-1,2000
110,COG,Congo,-1.181533,5,2000
111,CIV,Cote d'Ivoire,-1.199446,7,2000
112,HND,Honduras,-1.215537,-3,2000
113,KHM,Cambodia,-1.260977,-7,2000
114,NIC,Nicaragua,-1.320585,-2,2000
115,YEM,Yemen,-1.333943,2,2000
116,TZA,Tanzania,-1.355702,-2,2000
117,PNG,Papua New Guinea,-1.368251,6,2000
118,SDN,Sudan,-1.390616,-7,2000
119,MDG,Madagascar,-1.395069,-6,2000
120,GIN,Guinea,-1.39932,4,2000
121,NGA,Nigeria,-1.404279,4,2000
122,UGA,Uganda,-1.48686,-1,2000
123,AGO,Angola,-1.563874,-3,2000
124,CMR,Cameroon,-1.862521,-2,2000
125,MWI,Malawi,-1.883571,-6,2000
1,JPN,Japan,2.695532,0,2001
2,CHE,Switzerland,2.1122,1,2001
3,DEU,Germany,2.092365,-1,2001
4,SWE,Sweden,1.943394,0,2001
5,GBR,United Kingdom,1.898157,0,2001
6,FIN,Finland,1.872046,1,2001
7,AUT,Austria,1.727833,1,2001
8,USA,United States,1.683101,-2,2001
9,IRL,Ireland,1.616004,1,2001
10,CZE,Czech Republic,1.526237,3,2001
11,ITA,Italy,1.488084,3,2001
12,FRA,France,1.486465,-3,2001
13,SVN,Slovenia,1.469361,4,2001
14,SGP,Singapore,1.439608,2,2001
15,KOR,"Korea, Rep.",1.393257,7,2001
16,DNK,Denmark,1.316343,-4,2001
17,SVK,Slovak Republic,1.303693,-2,2001
18,HKG,Hong Kong,1.240239,18,2001
19,BEL,Belgium,1.238012,-8,2001
20,ISR,Israel,1.214331,-1,2001
21,NLD,Netherlands,1.127297,-3,2001
22,MEX,Mexico,1.116367,3,2001
23,ESP,Spain,1.082363,-3,2001
24,HUN,Hungary,1.059592,-1,2001
25,POL,Poland,1.040161,-1,2001
26,BLR,Belarus,1.027207,7,2001
27,MYS,Malaysia,0.9516091,4,2001
28,PRT,Portugal,0.8152589,4,2001
29,HRV,Croatia,0.8100874,1,2001
30,CAN,Canada,0.7448522,-9,2001
31,EST,Estonia,0.726484,12,2001
32,ROU,Romania,0.6502178,3,2001
33,UKR,Ukraine,0.6333472,-5,2001
34,JOR,Jordan,0.5736681,5,2001
35,THA,Thailand,0.5624245,10,2001
36,CHN,China,0.5522233,11,2001
37,LVA,Latvia,0.5476996,19,2001
38,RUS,Russia,0.5226924,-11,2001
39,LTU,Lithuania,0.5190288,15,2001
40,BRA,Brazil,0.5132097,-11,2001
41,BGR,Bulgaria,0.4684984,-3,2001
42,PAN,Panama,0.467628,30,2001
43,NOR,Norway,0.4590967,-17,2001
44,BIH,Bosnia and Herzegovina,0.44844,7,2001
45,IND,India,0.3008564,8,2001
46,TUN,Tunisia,0.2542627,12,2001
47,COL,Colombia,0.2279905,-1,2001
48,LBN,Lebanon,0.195049,12,2001
49,TUR,Turkey,0.1932881,1,2001
50,TTO,Trinidad and Tobago,0.1828339,11,2001
51,GRC,Greece,0.1548818,-9,2001
52,NZL,New Zealand,0.1213129,-18,2001
53,SAU,Saudi Arabia,0.1033696,-5,2001
54,SLV,El Salvador,0.0843264,42,2001
55,URY,Uruguay,0.0642599,-14,2001
56,MKD,Macedonia,0.0593273,14,2001
57,IDN,Indonesia,0.0445649,5,2001
58,ZAF,South Africa,0.0444242,-18,2001
59,ARG,Argentina,0.0075085,-15,2001
60,PHL,Philippines,-0.0667033,6,2001
61,GEO,Georgia,-0.0727987,-24,2001
62,MDA,Moldova,-0.0764835,-10,2001
63,VEN,Venezuela,-0.0843247,-6,2001
64,CHL,Chile,-0.0882959,-15,2001
65,CRI,Costa Rica,-0.1107548,22,2001
66,GTM,Guatemala,-0.1724377,36,2001
67,KGZ,Kyrgyzstan,-0.178439,-4,2001
68,MUS,Mauritius,-0.2557679,31,2001
69,ALB,Albania,-0.2638945,0,2001
70,ARE,United Arab Emirates,-0.2678414,3,2001
71,AUS,Australia,-0.2765144,-16,2001
72,KAZ,Kazakhstan,-0.3264782,-13,2001
73,SEN,Senegal,-0.3677384,33,2001
74,LKA,Sri Lanka,-0.4313746,15,2001
75,LBR,Liberia,-0.4396327,25,2001
76,VNM,Viet Nam,-0.4582135,14,2001
77,PER,Peru,-0.4722503,-6,2001
78,MAR,Morocco,-0.4752257,4,2001
79,QAT,Qatar,-0.4925415,-5,2001
80,KEN,Kenya,-0.5033398,23,2001
81,EGY,Egypt,-0.5657615,-16,2001
82,OMN,Oman,-0.5796869,-14,2001
83,PAK,Pakistan,-0.5849697,11,2001
84,UZB,Uzbekistan,-0.5954341,-8,2001
85,MLI,Mali,-0.6119301,-10,2001
86,BGD,Bangladesh,-0.6322516,18,2001
87,NIC,Nicaragua,-0.6378582,27,2001
88,KHM,Cambodia,-0.6512271,25,2001
89,JAM,Jamaica,-0.6840268,6,2001
90,TJK,Tajikistan,-0.6928113,-9,2001
91,BOL,Bolivia,-0.6949871,0,2001
92,LAO,Lao PDR,-0.7502335,17,2001
93,CIV,Cote d'Ivoire,-0.7510837,18,2001
94,KWT,Kuwait,-0.760536,-11,2001
95,HND,Honduras,-0.7909271,17,2001
96,MNG,Mongolia,-0.7992257,1,2001
97,AZE,Azerbaijan,-0.8230893,-33,2001
98,PRY,Paraguay,-0.8578625,-21,2001
99,GHA,Ghana,-0.8951859,8,2001
100,CUB,Cuba,-0.9175113,-2,2001
101,MDG,Madagascar,-0.9229458,18,2001
102,DOM,Dominican Republic,-0.9312242,-16,2001
103,ECU,Ecuador,-0.955948,-11,2001
104,DZA,Algeria,-0.9776255,-25,2001
105,MOZ,Mozambique,-1.031658,-38,2001
106,SYR,Syrian Arab Republic,-1.033277,-1,2001
107,ZMB,Zambia,-1.071329,-14,2001
108,GIN,Guinea,-1.092379,12,2001
109,IRN,Iran,-1.102398,-25,2001
110,ZWE,Zimbabwe,-1.105232,-30,2001
111,PNG,Papua New Guinea,-1.166156,6,2001
112,LBY,Libya,-1.182146,-27,2001
113,MWI,Malawi,-1.201779,12,2001
114,MRT,Mauritania,-1.219894,-13,2001
115,UGA,Uganda,-1.23639,7,2001
116,ETH,Ethiopia,-1.244892,-8,2001
117,TKM,Turkmenistan,-1.248636,-29,2001
118,YEM,Yemen,-1.297112,-3,2001
119,TZA,Tanzania,-1.369371,-3,2001
120,COG,Congo,-1.451648,-10,2001
121,CMR,Cameroon,-1.550928,3,2001
122,GAB,Gabon,-1.624806,-44,2001
123,SDN,Sudan,-1.868603,-5,2001
124,AGO,Angola,-2.039028,-1,2001
125,NGA,Nigeria,-2.13092,-4,2001
1,JPN,Japan,2.637638,0,2002
2,DEU,Germany,2.15217,1,2002
3,CHE,Switzerland,2.054611,-1,2002
4,SWE,Sweden,1.986907,0,2002
5,FIN,Finland,1.893699,1,2002
6,GBR,United Kingdom,1.79361,-1,2002
7,AUT,Austria,1.789764,0,2002
8,USA,United States,1.650712,0,2002
9,CZE,Czech Republic,1.618429,1,2002
10,IRL,Ireland,1.608511,-1,2002
11,FRA,France,1.548802,1,2002
12,SGP,Singapore,1.518137,2,2002
13,SVN,Slovenia,1.471382,0,2002
14,KOR,"Korea, Rep.",1.458124,1,2002
15,ITA,Italy,1.448308,-4,2002
16,SVK,Slovak Republic,1.320793,1,2002
17,DNK,Denmark,1.318465,-1,2002
18,HUN,Hungary,1.195808,6,2002
19,HKG,Hong Kong,1.189432,-1,2002
20,BEL,Belgium,1.181842,-1,2002
21,BLR,Belarus,1.168989,5,2002
22,ISR,Israel,1.160488,-2,2002
23,MEX,Mexico,1.090355,-1,2002
24,NLD,Netherlands,1.085295,-3,2002
25,ESP,Spain,1.049874,-2,2002
26,POL,Poland,1.036515,-1,2002
27,MYS,Malaysia,1.002461,0,2002
28,HRV,Croatia,0.9625264,1,2002
29,EST,Estonia,0.8562235,2,2002
30,CAN,Canada,0.7698979,0,2002
31,PRT,Portugal,0.7340115,-3,2002
32,LVA,Latvia,0.7188312,5,2002
33,RUS,Russia,0.7185984,5,2002
34,CHN,China,0.6637974,2,2002
35,UKR,Ukraine,0.6470281,-2,2002
36,ROU,Romania,0.6409863,-4,2002
37,THA,Thailand,0.5676551,-2,2002
38,JOR,Jordan,0.5274272,-4,2002
39,NOR,Norway,0.5190071,4,2002
40,LTU,Lithuania,0.4901746,-1,2002
41,BGR,Bulgaria,0.4755104,0,2002
42,BIH,Bosnia and Herzegovina,0.4557456,2,2002
43,BRA,Brazil,0.4259617,-3,2002
44,NZL,New Zealand,0.2974044,8,2002
45,LBN,Lebanon,0.2537558,3,2002
46,GRC,Greece,0.2455483,5,2002
47,IND,India,0.2351245,-2,2002
48,SAU,Saudi Arabia,0.1678958,5,2002
49,COL,Colombia,0.1651835,-2,2002
50,TUN,Tunisia,0.1358349,-4,2002
51,TUR,Turkey,0.0974245,-2,2002
52,GEO,Georgia,0.0629226,9,2002
53,ZAF,South Africa,0.0527204,5,2002
54,IDN,Indonesia,0.0184796,3,2002
55,CRI,Costa Rica,0.0061437,10,2002
56,SLV,El Salvador,-0.0182467,-2,2002
57,ARG,Argentina,-0.0291209,2,2002
58,VEN,Venezuela,-0.0428146,5,2002
59,MDA,Moldova,-0.0531524,3,2002
60,MKD,Macedonia,-0.0705683,-4,2002
61,PHL,Philippines,-0.1175454,-1,2002
62,CHL,Chile,-0.1658696,2,2002
63,TTO,Trinidad and Tobago,-0.1847033,-13,2002
64,URY,Uruguay,-0.2217333,-9,2002
65,ALB,Albania,-0.2495538,4,2002
66,ARE,United Arab Emirates,-0.2597955,4,2002
67,PAN,Panama,-0.2631959,-25,2002
68,DOM,Dominican Republic,-0.2666671,34,2002
69,AUS,Australia,-0.278447,2,2002
70,MUS,Mauritius,-0.2833959,-2,2002
71,GTM,Guatemala,-0.2845698,-5,2002
72,KHM,Cambodia,-0.2891947,16,2002
73,SEN,Senegal,-0.3079982,0,2002
74,ZWE,Zimbabwe,-0.329109,36,2002
75,NIC,Nicaragua,-0.3663514,12,2002
76,MAR,Morocco,-0.3698125,2,2002
77,KGZ,Kyrgyzstan,-0.3892029,-10,2002
78,LKA,Sri Lanka,-0.3962263,-4,2002
79,KAZ,Kazakhstan,-0.3966514,-7,2002
80,KEN,Kenya,-0.4258887,0,2002
81,VNM,Viet Nam,-0.4447529,-5,2002
82,JAM,Jamaica,-0.5053529,7,2002
83,EGY,Egypt,-0.5149165,-2,2002
84,LBR,Liberia,-0.5254213,-9,2002
85,HND,Honduras,-0.5650217,10,2002
86,PER,Peru,-0.6107146,-9,2002
87,PAK,Pakistan,-0.6634916,-4,2002
88,AZE,Azerbaijan,-0.6683493,9,2002
89,KWT,Kuwait,-0.6987404,5,2002
90,MOZ,Mozambique,-0.7671835,15,2002
91,UZB,Uzbekistan,-0.801825,-7,2002
92,DZA,Algeria,-0.8228448,12,2002
93,BGD,Bangladesh,-0.840535,-7,2002
94,BOL,Bolivia,-0.8411118,-3,2002
95,ZMB,Zambia,-0.8445224,12,2002
96,QAT,Qatar,-0.8510499,-17,2002
97,CIV,Cote d'Ivoire,-0.8533067,-4,2002
98,MNG,Mongolia,-0.8701468,-2,2002
99,PRY,Paraguay,-0.8745592,-1,2002
100,CUB,Cuba,-0.9122469,0,2002
101,MLI,Mali,-0.9136334,-16,2002
102,OMN,Oman,-0.92934,-20,2002
103,MRT,Mauritania,-0.9674124,11,2002
104,LAO,Lao PDR,-0.9734946,-12,2002
105,LBY,Libya,-0.9883612,7,2002
106,MDG,Madagascar,-1.006385,-5,2002
107,TJK,Tajikistan,-1.02781,-17,2002
108,IRN,Iran,-1.038133,1,2002
109,SYR,Syrian Arab Republic,-1.044711,-3,2002
110,ECU,Ecuador,-1.068898,-7,2002
111,UGA,Uganda,-1.250253,4,2002
112,TKM,Turkmenistan,-1.256021,5,2002
113,GHA,Ghana,-1.301259,-14,2002
114,CMR,Cameroon,-1.316945,7,2002
115,YEM,Yemen,-1.341841,3,2002
116,NGA,Nigeria,-1.36026,9,2002
117,GAB,Gabon,-1.415111,5,2002
118,SDN,Sudan,-1.431911,5,2002
119,PNG,Papua New Guinea,-1.442031,-8,2002
120,TZA,Tanzania,-1.446079,-1,2002
121,GIN,Guinea,-1.484637,-13,2002
122,MWI,Malawi,-1.49496,-9,2002
123,ETH,Ethiopia,-1.58331,-7,2002
124,COG,Congo,-1.738756,-4,2002
125,AGO,Angola,-1.985488,-1,2002
1,JPN,Japan,2.664019,0,2003
2,CHE,Switzerland,2.263739,1,2003
3,DEU,Germany,2.224383,-1,2003
4,SWE,Sweden,2.087443,0,2003
5,FIN,Finland,1.888357,0,2003
6,AUT,Austria,1.888055,1,2003
7,GBR,United Kingdom,1.831934,-1,2003
8,USA,United States,1.678629,0,2003
9,CZE,Czech Republic,1.639072,0,2003
10,SGP,Singapore,1.616483,2,2003
11,SVN,Slovenia,1.57251,2,2003
12,FRA,France,1.543395,-1,2003
13,ITA,Italy,1.505043,2,2003
14,KOR,"Korea, Rep.",1.502533,0,2003
15,IRL,Ireland,1.496108,-5,2003
16,DNK,Denmark,1.335072,1,2003
17,SVK,Slovak Republic,1.32694,-1,2003
18,ISR,Israel,1.264694,4,2003
19,HUN,Hungary,1.237186,-1,2003
20,BEL,Belgium,1.16731,0,2003
21,BLR,Belarus,1.117313,0,2003
22,NLD,Netherlands,1.112594,2,2003
23,MEX,Mexico,1.112293,0,2003
24,ESP,Spain,0.9580137,1,2003
25,MYS,Malaysia,0.9529537,2,2003
26,POL,Poland,0.9383861,0,2003
27,HKG,Hong Kong,0.8899047,-8,2003
28,CAN,Canada,0.8096981,2,2003
29,UKR,Ukraine,0.807911,6,2003
30,HRV,Croatia,0.7768283,-2,2003
31,PRT,Portugal,0.7276341,0,2003
32,LVA,Latvia,0.7111189,0,2003
33,RUS,Russia,0.6996837,0,2003
34,EST,Estonia,0.68101,-5,2003
35,CHN,China,0.5788768,-1,2003
36,THA,Thailand,0.5657449,1,2003
37,ROU,Romania,0.5539082,-1,2003
38,BIH,Bosnia and Herzegovina,0.5281565,4,2003
39,PAN,Panama,0.5191309,28,2003
